frequency_GHz,TE_reflection_real,TE_reflection_imag,TE_reflection_dB,TM_reflection_real,TM_reflection_imag,TM_reflection_dB
9.256000,-0.075451793,0.06547527,-20.008702,-0.074467558,0.068404031,-19.903567
9.260000,-0.073901705,0.066028442,-20.078347,-0.072881801,0.068927391,-19.972837
9.264000,-0.072353786,0.066560112,-20.147838,-0.071298762,0.069428887,-20.041945
9.268000,-0.070808317,0.067070466,-20.21716,-0.069718723,0.069908715,-20.110877
9.272000,-0.069265574,0.067559693,-20.286299,-0.068141962,0.070367076,-20.179617
9.276000,-0.067725825,0.068027983,-20.355238,-0.066568748,0.070804172,-20.248151
9.280000,-0.066189331,0.068475531,-20.423963,-0.064999344,0.07122021,-20.316463
9.284000,-0.064656349,0.068902533,-20.492457,-0.063434007,0.071615396,-20.384537
9.288000,-0.063127128,0.069309187,-20.560705,-0.061872986,0.071989941,-20.452358
9.292000,-0.061601911,0.069695694,-20.628692,-0.060316526,0.072344056,-20.519909
9.296000,-0.060080935,0.070062256,-20.6964,-0.058764862,0.072677955,-20.587175
9.300000,-0.05856443,0.070409077,-20.763814,-0.057218226,0.072991852,-20.654139
9.304000,-0.057052621,0.070736362,-20.830918,-0.055676841,0.073285963,-20.720785
9.308000,-0.055545726,0.071044318,-20.897694,-0.054140925,0.073560507,-20.787096
9.312000,-0.054043958,0.071333153,-20.964126,-0.052610691,0.073815701,-20.853056
9.316000,-0.052547524,0.071603076,-21.030197,-0.051086342,0.074051765,-20.918648
9.320000,-0.051056623,0.071854297,-21.095891,-0.04956808,0.074268919,-20.983855
9.324000,-0.049571451,0.072087027,-21.16119,-0.048056096,0.074467385,-21.04866
9.328000,-0.048092196,0.072301478,-21.226077,-0.046550579,0.074647382,-21.113046
9.332000,-0.046619043,0.07249786,-21.290536,-0.045051711,0.074809133,-21.176996
9.336000,-0.045152168,0.072676387,-21.354548,-0.043559666,0.07495286,-21.240493
9.340000,-0.043691744,0.07283727,-21.418096,-0.042074615,0.075078784,-21.30352
9.344000,-0.042237938,0.072980724,-21.481164,-0.040596723,0.075187128,-21.366059
9.348000,-0.040790911,0.073106959,-21.543733,-0.039126149,0.075278114,-21.428093
9.352000,-0.039350819,0.073216189,-21.605787,-0.037663046,0.075351962,-21.489605
9.356000,-0.037917814,0.073308627,-21.667308,-0.036207563,0.075408895,-21.550578
9.360000,-0.03649204,0.073384484,-21.728278,-0.034759842,0.075449132,-21.610994
9.364000,-0.03507364,0.073443973,-21.788681,-0.033320022,0.075472894,-21.670837
9.368000,-0.033662748,0.073487304,-21.848498,-0.031888236,0.075480401,-21.730089
9.372000,-0.032259496,0.073514688,-21.907714,-0.03046461,0.075471871,-21.788734
9.376000,-0.03086401,0.073526335,-21.96631,-0.029049269,0.075447522,-21.846754
9.380000,-0.029476411,0.073522454,-22.024271,-0.027642331,0.075407572,-21.904133
9.384000,-0.028096818,0.073503255,-22.081579,-0.026243908,0.075352235,-21.960855
9.388000,-0.026725341,0.073468944,-22.138217,-0.024854111,0.075281728,-22.016902
9.392000,-0.02536209,0.073419728,-22.194169,-0.023473043,0.075196264,-22.072259
9.396000,-0.024007167,0.073355812,-22.249418,-0.022100804,0.075096056,-22.126909
9.400000,-0.022660673,0.073277401,-22.30395,-0.020737491,0.074981314,-22.180838
9.404000,-0.021322702,0.073184699,-22.357747,-0.019383195,0.074852249,-22.234029
9.408000,-0.019993347,0.073077906,-22.410795,-0.018038002,0.07470907,-22.286467
9.412000,-0.018672693,0.072957224,-22.463077,-0.016701998,0.074551983,-22.338137
9.416000,-0.017360826,0.072822852,-22.51458,-0.01537526,0.074381195,-22.389024
9.420000,-0.016057824,0.072674988,-22.565288,-0.014057864,0.074196908,-22.439115
9.424000,-0.014763763,0.072513828,-22.615188,-0.012749883,0.073999327,-22.488395
9.428000,-0.013478716,0.072339568,-22.664265,-0.011451385,0.07378865,-22.536851
9.432000,-0.012202752,0.0721524,-22.712506,-0.010162433,0.073565079,-22.584469
9.436000,-0.010935935,0.071952517,-22.759898,-0.0088830896,0.073328809,-22.631238
9.440000,-0.0096783274,0.07174011,-22.806427,-0.0076134118,0.073080037,-22.677144
9.444000,-0.0084299884,0.071515365,-22.852083,-0.0063534543,0.072818957,-22.722175
9.448000,-0.0071909731,0.071278471,-22.896854,-0.005103268,0.072545759,-22.766321
9.452000,-0.0059613339,0.071029613,-22.940727,-0.0038629009,0.072260636,-22.809571
9.456000,-0.0047411199,0.070768974,-22.983693,-0.0026323981,0.071963774,-22.851914
9.460000,-0.0035303776,0.070496736,-23.025742,-0.0014118014,0.07165536,-22.893341
9.464000,-0.0023291503,0.070213078,-23.066863,-0.00020115001,0.071335579,-22.933842
9.468000,-0.0011374788,0.069918179,-23.107049,0.00099951994,0.071004613,-22.973408
9.472000,4.4599201e-05,0.069612215,-23.146289,0.0021901749,0.070662642,-23.012032
9.476000,0.0012170483,0.069295361,-23.184577,0.0033707839,0.070309845,-23.049707
9.480000,0.0023798359,0.068967788,-23.221906,0.0045413188,0.069946399,-23.086424
9.484000,0.0035329318,0.068629668,-23.258268,0.0057017537,0.069572478,-23.122179
9.488000,0.0046763083,0.06828117,-23.293659,0.0068520653,0.069188255,-23.156965
9.492000,0.00580994,0.06792246,-23.328071,0.0079922325,0.0687939,-23.190777
9.496000,0.0069338037,0.067553703,-23.361502,0.0091222366,0.068389582,-23.223611
9.500000,0.0080478787,0.067175062,-23.393947,0.010242061,0.067975466,-23.255464
9.504000,0.0091521461,0.066786699,-23.425402,0.011351691,0.067551718,-23.286332
9.508000,0.010246589,0.066388772,-23.455865,0.012451115,0.0671185,-23.316212
9.512000,0.011331194,0.065981439,-23.485334,0.013540322,0.066675972,-23.345104
9.516000,0.012405947,0.065564855,-23.513807,0.014619304,0.066224292,-23.373006
9.520000,0.013470837,0.065139174,-23.541284,0.015688055,0.065763617,-23.399918
9.524000,0.014525857,0.064704546,-23.567765,0.016746568,0.0652941,-23.425839
9.528000,0.015570998,0.064261122,-23.59325,0.017794843,0.064815895,-23.450772
9.532000,0.016606255,0.06380905,-23.617741,0.018832876,0.064329151,-23.474716
9.536000,0.017631624,0.063348473,-23.64124,0.019860669,0.063834015,-23.497675
9.540000,0.018647103,0.062879538,-23.66375,0.020878223,0.063330635,-23.519651
9.544000,0.019652691,0.062402384,-23.685272,0.021885542,0.062819155,-23.540648
9.548000,0.020648389,0.061917153,-23.705812,0.02288263,0.062299715,-23.56067
9.552000,0.021634199,0.061423982,-23.725374,0.023869493,0.061772458,-23.57972
9.556000,0.022610124,0.060923008,-23.743963,0.02484614,0.06123752,-23.597806
9.560000,0.02357617,0.060414364,-23.761585,0.025812578,0.060695038,-23.614931
9.564000,0.024532342,0.059898183,-23.778245,0.026768818,0.060145145,-23.631103
9.568000,0.025478648,0.059374595,-23.793951,0.027714871,0.059587976,-23.646328
9.572000,0.026415096,0.05884373,-23.80871,0.028650749,0.059023659,-23.660614
9.576000,0.027341696,0.058305714,-23.822529,0.029576466,0.058452323,-23.673968
9.580000,0.028258458,0.057760672,-23.835417,0.030492036,0.057874094,-23.6864
9.584000,0.029165394,0.057208727,-23.847384,0.031397474,0.057289098,-23.697917
9.588000,0.030062516,0.056650001,-23.858437,0.032292796,0.056697457,-23.708529
9.592000,0.030949839,0.056084613,-23.868586,0.033178021,0.056099293,-23.718245
9.596000,0.031827377,0.055512682,-23.877843,0.034053165,0.055494723,-23.727077
9.600000,0.032695144,0.054934323,-23.886217,0.034918248,0.054883866,-23.735033
9.604000,0.033553158,0.05434965,-23.893719,0.035773289,0.054266837,-23.742126
9.608000,0.034401434,0.053758777,-23.90036,0.03661831,0.05364375,-23.748365
9.612000,0.035239991,0.053161815,-23.906153,0.037453329,0.053014716,-23.753764
9.616000,0.036068848,0.052558872,-23.911108,0.038278371,0.052379846,-23.758333
9.620000,0.036888021,0.051950056,-23.915238,0.039093456,0.051739249,-23.762084
9.624000,0.037697533,0.051335473,-23.918555,0.039898608,0.051093031,-23.765029
9.628000,0.038497402,0.050715228,-23.921072,0.040693849,0.050441298,-23.767183
9.632000,0.039287649,0.050089424,-23.922802,0.041479205,0.049784152,-23.768555
9.636000,0.040068296,0.04945816,-23.923758,0.042254699,0.049121696,-23.769161
9.640000,0.040839364,0.048821538,-23.923953,0.043020356,0.04845403,-23.769013
9.644000,0.041600876,0.048179654,-23.9234,0.043776202,0.047781252,-23.768124
9.648000,0.042352854,0.047532606,-23.922113,0.044522262,0.04710346,-23.766507
9.652000,0.04309532,0.046880489,-23.920105,0.045258561,0.046420749,-23.764175
9.656000,0.0438283,0.046223395,-23.917391,0.045985127,0.045733212,-23.761144
9.660000,0.044551815,0.045561417,-23.913984,0.046701986,0.045040942,-23.757425
9.664000,0.045265891,0.044894645,-23.909897,0.047409165,0.044344031,-23.753032
9.668000,0.045970551,0.044223168,-23.905144,0.048106691,0.043642567,-23.74798
9.672000,0.04666582,0.043547075,-23.89974,0.048794591,0.042936639,-23.742281
9.676000,0.047351723,0.04286645,-23.893698,0.049472892,0.042226332,-23.735949
9.680000,0.048028284,0.042181379,-23.887032,0.050141623,0.041511732,-23.728999
9.684000,0.048695529,0.041491946,-23.879756,0.050800811,0.040792924,-23.721443
9.688000,0.049353484,0.040798233,-23.871884,0.051450484,0.040069988,-23.713295
9.692000,0.050002174,0.040100319,-23.863428,0.052090669,0.039343006,-23.704569
9.696000,0.050641623,0.039398286,-23.854403,0.052721396,0.038612058,-23.695277
9.700000,0.051271859,0.038692211,-23.844823,0.053342693,0.037877221,-23.685434
9.704000,0.051892906,0.037982171,-23.8347,0.053954586,0.037138574,-23.675051
9.708000,0.052504791,0.037268241,-23.824048,0.054557105,0.036396191,-23.664144
9.712000,0.05310754,0.036550497,-23.812879,0.055150278,0.035650148,-23.652723
9.716000,0.053701177,0.035829011,-23.801208,0.055734133,0.034900517,-23.640802
9.720000,0.05428573,0.035103856,-23.789046,0.056308697,0.034147371,-23.628394
9.724000,0.054861223,0.034375103,-23.776407,0.056874,0.03339078,-23.615511
9.728000,0.055427683,0.03364282,-23.763303,0.057430069,0.032630814,-23.602165
9.732000,0.055985136,0.032907078,-23.749746,0.057976931,0.031867542,-23.588369
9.736000,0.056533607,0.032167943,-23.735749,0.058514615,0.031101032,-23.574134
9.740000,0.057073121,0.031425482,-23.721323,0.059043148,0.030331349,-23.559472
9.744000,0.057603705,0.03067976,-23.706481,0.059562557,0.029558558,-23.544395
9.748000,0.058125384,0.029930842,-23.691233,0.060072871,0.028782725,-23.528915
9.752000,0.058638182,0.029178791,-23.675591,0.060574116,0.028003912,-23.513041
9.756000,0.059142125,0.028423669,-23.659566,0.061066319,0.027222181,-23.496786
9.760000,0.059637238,0.027665537,-23.64317,0.061549506,0.026437593,-23.48016
9.764000,0.060123546,0.026904456,-23.626413,0.062023706,0.025650209,-23.463174
9.768000,0.060601073,0.026140485,-23.609306,0.062488943,0.024860087,-23.445838
9.772000,0.061069844,0.025373683,-23.591858,0.062945244,0.024067287,-23.428162
9.776000,0.061529883,0.024604106,-23.57408,0.063392636,0.023271864,-23.410155
9.780000,0.061981213,0.023831812,-23.555982,0.063831142,0.022473875,-23.391829
9.784000,0.06242386,0.023056856,-23.537574,0.06426079,0.021673377,-23.373192
9.788000,0.062857846,0.022279294,-23.518864,0.064681604,0.020870423,-23.354253
9.792000,0.063283194,0.021499178,-23.499863,0.065093609,0.020065067,-23.335022
9.796000,0.063699928,0.020716562,-23.480578,0.065496829,0.019257362,-23.315507
9.800000,0.06410807,0.019931498,-23.461019,0.065891289,0.01844736,-23.295716
9.804000,0.064507643,0.019144039,-23.441195,0.066277013,0.017635112,-23.27566
9.808000,0.06489867,0.018354234,-23.421113,0.066654024,0.016820669,-23.255344
9.812000,0.065281171,0.017562134,-23.400781,0.067022346,0.016004081,-23.234778
9.816000,0.065655169,0.016767787,-23.380208,0.067382001,0.015185396,-23.213969
9.820000,0.066020685,0.015971243,-23.359402,0.067733012,0.014364663,-23.192925
9.824000,0.06637774,0.015172549,-23.338368,0.068075402,0.013541929,-23.171653
9.828000,0.066726355,0.014371752,-23.317116,0.068409193,0.012717241,-23.150159
9.832000,0.06706655,0.013568899,-23.295651,0.068734406,0.011890645,-23.128452
9.836000,0.067398345,0.012764035,-23.273981,0.069051062,0.011062187,-23.106537
9.840000,0.067721761,0.011957205,-23.252113,0.069359182,0.010231911,-23.084422
9.844000,0.068036815,0.011148455,-23.230051,0.069658786,0.0093998622,-23.062112
9.848000,0.068343528,0.010337826,-23.207804,0.069949896,0.0085660833,-23.039613
9.852000,0.068641917,0.0095253642,-23.185376,0.07023253,0.0077306175,-23.016932
9.856000,0.068932002,0.0087111105,-23.162773,0.070506708,0.0068935073,-22.994074
9.860000,0.0692138,0.0078951075,-23.140002,0.070772448,0.0060547945,-22.971044
9.864000,0.069487329,0.0070773966,-23.117067,0.07102977,0.0052145203,-22.947848
9.868000,0.069752606,0.0062580188,-23.093974,0.071278691,0.0043727255,-22.924492
9.872000,0.070009648,0.0054370146,-23.070728,0.07151923,0.0035294504,-22.90098
9.876000,0.07025847,0.0046144239,-23.047333,0.071751403,0.0026847346,-22.877316
9.880000,0.07049909,0.0037902862,-23.023794,0.071975227,0.0018386174,-22.853506
9.884000,0.070731523,0.0029646404,-23.000117,0.072190719,0.00099113744,-22.829554
9.888000,0.070955784,0.0021375252,-22.976304,0.072397895,0.00014233314,-22.805464
9.892000,0.071171888,0.0013089784,-22.952361,0.072596771,-0.00070775768,-22.781241
9.896000,0.07137985,0.00047903775,-22.928292,0.072787362,-0.0015590976,-22.756888
9.900000,0.071579683,-0.00035225955,-22.904099,0.072969682,-0.0024116496,-22.73241
9.904000,0.071771401,-0.0011848767,-22.879788,0.073143746,-0.0032653771,-22.707809
9.908000,0.071955018,-0.0020187774,-22.855361,0.073309568,-0.0041202439,-22.68309
9.912000,0.072130546,-0.0028539255,-22.830822,0.073467161,-0.0049762141,-22.658256
9.916000,0.072297998,-0.0036902854,-22.806174,0.073616539,-0.0058332521,-22.633309
9.920000,0.072457385,-0.0045278219,-22.781421,0.073757714,-0.0066913229,-22.608254
9.924000,0.07260872,-0.0053664999,-22.756565,0.073890698,-0.0075503917,-22.583093
9.928000,0.072752013,-0.0062062849,-22.731609,0.074015504,-0.0084104238,-22.557829
9.932000,0.072887275,-0.0070471425,-22.706556,0.074132141,-0.0092713852,-22.532465
9.936000,0.073014517,-0.0078890386,-22.681409,0.074240622,-0.010133242,-22.507003
9.940000,0.073133748,-0.0087319396,-22.656169,0.074340957,-0.01099596,-22.481446
9.944000,0.073244979,-0.0095758121,-22.63084,0.074433155,-0.011859507,-22.455796
9.948000,0.073348217,-0.010420623,-22.605423,0.074517226,-0.012723848,-22.430056
9.952000,0.073443472,-0.011266339,-22.579922,0.074593179,-0.013588952,-22.404226
9.956000,0.073530752,-0.012112927,-22.554337,0.074661023,-0.014454785,-22.378311
9.960000,0.073610064,-0.012960355,-22.52867,0.074720767,-0.015321316,-22.352311
9.964000,0.073681417,-0.013808591,-22.502924,0.074772417,-0.016188511,-22.326228
9.968000,0.073744816,-0.014657603,-22.4771,0.074815981,-0.017056339,-22.300064
9.972000,0.073800269,-0.015507358,-22.4512,0.074851466,-0.017924767,-22.273821
9.976000,0.073847781,-0.016357826,-22.425225,0.074878878,-0.018793764,-22.2475
9.980000,0.073887358,-0.017208973,-22.399177,0.074898223,-0.019663299,-22.221102
9.984000,0.073919005,-0.01806077,-22.373056,0.074909508,-0.02053334,-22.194629
9.988000,0.073942728,-0.018913184,-22.346865,0.074912736,-0.021403855,-22.168082
9.992000,0.07395853,-0.019766185,-22.320604,0.074907912,-0.022274813,-22.141463
9.996000,0.073966415,-0.020619741,-22.294275,0.074895042,-0.023146183,-22.114772
10.000000,0.073966388,-0.021473822,-22.267878,0.074874127,-0.024017934,-22.08801
10.004000,0.07395845,-0.022328396,-22.241414,0.074845173,-0.024890034,-22.061179
10.008000,0.073942604,-0.023183433,-22.214884,0.07480818,-0.025762454,-22.034279
10.012000,0.073918854,-0.024038901,-22.188289,0.074763153,-0.026635161,-22.007311
10.016000,0.0738872,-0.024894771,-22.16163,0.074710093,-0.027508126,-21.980276
